"CCN#","VHA Facility","Address","City","State","Zip Code","MeasureID","Technical Measure Title","Measure as Reported on Hospital Compare","Numerator","Denominator","Observed Rate per 1,000","Footnotes","Date Range"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT",59636,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",0,154,0.00,,"October 2015 - December 2016"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT",59636,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,40,0.00,,"October 2015 - December 2016"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT",59636,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,129,0.00,,"October 2015 - December 2016"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT",59636,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",1,845,1.18,,"October 2015 - December 2016"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT",59636,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT",59636,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,1616,0.00,,"October 2015 - December 2016"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT",59636,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,1033,0.00,,"October 2015 - December 2016"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT",59636,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,1297,0.00,,"October 2015 - December 2016"
"27003F","VA MONTANA HEALTHCARE SYSTEM","3687 VETERANS DRIVE","FORT HARRISON","MT",59636,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",1,223,4.48,,"October 2015 - December 2016"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE",68105,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,663,0.00,,"October 2015 - December 2016"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE",68105,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",4,554,7.22,,"October 2015 - December 2016"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE",68105,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",2,1008,1.98,,"October 2015 - December 2016"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE",68105,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",2,645,3.10,,"October 2015 - December 2016"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE",68105,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,217,0.00,,"October 2015 - December 2016"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE",68105,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",2,485,4.12,,"October 2015 - December 2016"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE",68105,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",1,1910,0.52,,"October 2015 - December 2016"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE",68105,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE",68105,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,3719,0.00,,"October 2015 - December 2016"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE",68105,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,2068,0.00,,"October 2015 - December 2016"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE",68105,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,2854,0.00,,"October 2015 - December 2016"
"28006F","OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM)","4101 WOOLWORTH AVENUE","OMAHA","NE",68105,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",0,965,0.00,,"October 2015 - December 2016"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV",89502,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,391,0.00,,"October 2015 - December 2016"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV",89502,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",1,305,3.28,,"October 2015 - December 2016"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV",89502,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",2,653,3.06,,"October 2015 - December 2016"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV",89502,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",0,356,0.00,,"October 2015 - December 2016"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV",89502,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,133,0.00,,"October 2015 - December 2016"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV",89502,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,234,0.00,,"October 2015 - December 2016"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV",89502,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,2018,0.00,,"October 2015 - December 2016"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV",89502,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV",89502,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,3827,0.00,,"October 2015 - December 2016"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV",89502,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,2456,0.00,,"October 2015 - December 2016"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV",89502,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,3113,0.00,,"October 2015 - December 2016"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV",89502,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",0,642,0.00,,"October 2015 - December 2016"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV",89086,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,439,0.00,,"October 2015 - December 2016"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV",89086,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",2,360,5.56,,"October 2015 - December 2016"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV",89086,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",2,692,2.89,,"October 2015 - December 2016"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV",89086,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",1,417,2.40,,"October 2015 - December 2016"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV",89086,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,149,0.00,,"October 2015 - December 2016"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV",89086,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,499,0.00,,"October 2015 - December 2016"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV",89086,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",2,3260,0.61,,"October 2015 - December 2016"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV",89086,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV",89086,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,5517,0.00,,"October 2015 - December 2016"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV",89086,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,3574,0.00,,"October 2015 - December 2016"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV",89086,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,4664,0.00,,"October 2015 - December 2016"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV",89086,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",1,663,1.51,,"October 2015 - December 2016"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ",07018,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",2,210,9.52,,"October 2015 - December 2016"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ",07018,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",4,169,23.67,,"October 2015 - December 2016"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ",07018,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",2,405,4.94,,"October 2015 - December 2016"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ",07018,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",1,193,5.18,,"October 2015 - December 2016"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ",07018,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,128,0.00,,"October 2015 - December 2016"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ",07018,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,465,0.00,,"October 2015 - December 2016"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ",07018,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",1,1649,0.61,,"October 2015 - December 2016"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ",07018,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ",07018,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,2626,0.00,,"October 2015 - December 2016"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ",07018,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,1427,0.00,,"October 2015 - December 2016"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ",07018,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,1962,0.00,,"October 2015 - December 2016"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ",07018,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",0,391,0.00,,"October 2015 - December 2016"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM",87108,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,760,0.00,,"October 2015 - December 2016"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM",87108,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",5,607,8.24,,"October 2015 - December 2016"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM",87108,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",7,1338,5.23,,"October 2015 - December 2016"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM",87108,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",9,755,11.92,,"October 2015 - December 2016"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM",87108,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",1,232,4.31,,"October 2015 - December 2016"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM",87108,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,775,0.00,,"October 2015 - December 2016"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM",87108,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",2,3139,0.64,,"October 2015 - December 2016"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM",87108,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)",6,40,150.00,,"October 2015 - December 2016"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM",87108,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,5824,0.00,,"October 2015 - December 2016"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM",87108,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,3398,0.00,,"October 2015 - December 2016"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM",87108,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,4742,0.00,,"October 2015 - December 2016"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM",87108,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",3,1279,2.35,,"October 2015 - December 2016"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY",12208,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,394,0.00,,"October 2015 - December 2016"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY",12208,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",4,304,13.16,,"October 2015 - December 2016"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY",12208,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",1,654,1.53,,"October 2015 - December 2016"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY",12208,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",4,367,10.90,,"October 2015 - December 2016"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY",12208,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,129,0.00,,"October 2015 - December 2016"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY",12208,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",1,425,2.35,,"October 2015 - December 2016"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY",12208,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,1795,0.00,,"October 2015 - December 2016"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY",12208,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY",12208,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",1,2842,0.35,,"October 2015 - December 2016"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY",12208,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,1580,0.00,,"October 2015 - December 2016"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY",12208,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",1,2355,0.42,,"October 2015 - December 2016"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY",12208,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",3,619,4.85,,"October 2015 - December 2016"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY",14810,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)","X","X","X","X Not Available","October 2015 - December 2016"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY",14810,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)","X","X","X","X Not Available","October 2015 - December 2016"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY",14810,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)","X","X","X","X Not Available","October 2015 - December 2016"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY",14810,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)","X","X","X","X Not Available","October 2015 - December 2016"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY",14810,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","X","X","X","X Not Available","October 2015 - December 2016"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY",14810,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)","X","X","X","X Not Available","October 2015 - December 2016"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY",14810,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,347,0.00,,"October 2015 - December 2016"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY",14810,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","X","X","X","X Not Available","October 2015 - December 2016"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY",14810,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,716,0.00,,"October 2015 - December 2016"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY",14810,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,510,0.00,,"October 2015 - December 2016"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY",14810,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,613,0.00,,"October 2015 - December 2016"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY",14810,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)","X","X","X","X Not Available","October 2015 - December 2016"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY",14215,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",1,590,1.69,,"October 2015 - December 2016"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY",14215,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",5,384,13.02,,"October 2015 - December 2016"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY",14215,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",2,1057,1.89,,"October 2015 - December 2016"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY",14215,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",0,568,0.00,,"October 2015 - December 2016"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY",14215,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,193,0.00,,"October 2015 - December 2016"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY",14215,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,541,0.00,,"October 2015 - December 2016"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY",14215,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,3301,0.00,,"October 2015 - December 2016"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY",14215,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)",4,29,137.93,,"October 2015 - December 2016"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY",14215,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",2,5194,0.39,,"October 2015 - December 2016"
