"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"CA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","194","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","148","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","164","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","261","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","203","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","156","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","184","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","180","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","160","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","139","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","171","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","152","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","138","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","177","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","164","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","190","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","226","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","256","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","161","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","173","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","167","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","151","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","174","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","143","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","108","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","158","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","296","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","176","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","204","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","150","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","137","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","187","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","166","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","205","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","180","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","168","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","164","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","164","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","160","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","193","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","182","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","131","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","164","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","140","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","143","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","134","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AZ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","166","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","162","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","141","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","155","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","218","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","185","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","141","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","150","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","147","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","138","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","129","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","153","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","139","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","146","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","148","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","130","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","163","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","178","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","169","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","134","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","145","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","147","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","130","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","133","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","153","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","120","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","124","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","151","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","153","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","186","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","158","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","166","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","129","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","123","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","155","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","147","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","176","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","145","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","126","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","147","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","140","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","147","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","143","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","165","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","155","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","129","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","146","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (overall)","OP_18b_OVERALL_MIN","145","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","26","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AL","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","27","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AR","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","23","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AS","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AZ","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","26","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","24","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","13","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","25","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","44","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","34","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","27","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","19","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","18","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","24","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","17","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","16","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","22","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","19","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","35","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","53","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","24","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","17","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","23","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","15","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","26","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","16","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","19","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
