"State","Measure Name","Measure ID","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Measure Start Date","Measure End Date","Number of Hospitals Fewer","Number of Hospitals Average","Number of Hospitals More","Number of Hospitals Too Small"
"MT","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","46","3","11","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NC","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","5","87","12","3","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"ND","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","39","1","4","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NE","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","80","4","4","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NH","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","26","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NJ","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","13","51","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NM","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","1","34","3","2","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NV","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","2","27","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NY","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","43","120","2","5","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"OH","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","7","146","4","4","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"OK","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","4","114","3","3","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"OR","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","55","4","0","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"PA","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","14","137","10","4","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"PR","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","3","45","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"RI","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","1","10","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"SC","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","3","55","2","1","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"SD","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","52","2","5","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"TN","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","5","97","3","2","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"TX","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","9","348","15","19","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"UT","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","38","4","2","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"VA","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","6","72","3","1","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"VI","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","2","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"VT","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","14","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WA","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","71","12","4","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WI","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","113","10","0","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WV","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","2","46","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WY","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","1","23","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2015","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AK","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","11","0","12","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AL","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","79","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AR","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","1","64","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AS","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","0","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AZ","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","56","0","18","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CA","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","4","261","0","66","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CO","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","47","0","25","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CT","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","1","28","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"DC","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","7","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"DE","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"FL","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","9","166","1","11","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"GA","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","107","1","27","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"GU","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","1","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"HI","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","11","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"IA","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","1","77","1","37","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"ID","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","20","1","18","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"IL","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","4","162","2","10","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"IN","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","1","107","1","11","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"KS","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","77","0","48","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"KY","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","5","84","1","6","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"LA","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","81","2","23","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MA","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","4","56","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MD","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","45","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"ME","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","33","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MI","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","2","112","0","13","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MN","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","57","0","71","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MO","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","3","97","2","10","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MP","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","1","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MS","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","1","77","0","17","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MT","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","23","0","37","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NC","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","97","3","7","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"ND","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","14","0","29","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NE","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","45","0","38","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NH","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","26","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NJ","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","4","59","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NM","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","31","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NV","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","1","27","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NY","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","9","150","0","9","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"OH","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","146","0","9","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"OK","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","1","83","0","31","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"OR","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","49","0","10","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"PA","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","5","145","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"PR","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","18","0","29","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"RI","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","10","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"SC","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","58","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"SD","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","21","0","33","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"TN","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","1","98","0","16","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"TX","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","3","272","4","93","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"UT","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","21","0","20","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"VA","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","1","78","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"VI","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","2","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"VT","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","13","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WA","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","67","0","20","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WI","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","99","0","21","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WV","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","2","43","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WY","Rate of readmission for chronic obstructive pulmonary disease (COPD) patients","READM_30_COPD","0","16","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AK","Rate of readmission for stroke patients","READM_30_STK","0","8","0","12","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AL","Rate of readmission for stroke patients","READM_30_STK","1","54","0","33","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AR","Rate of readmission for stroke patients","READM_30_STK","0","39","0","33","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AS","Rate of readmission for stroke patients","READM_30_STK","0","0","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AZ","Rate of readmission for stroke patients","READM_30_STK","0","40","1","24","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CA","Rate of readmission for stroke patients","READM_30_STK","2","223","1","98","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CO","Rate of readmission for stroke patients","READM_30_STK","0","36","0","34","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CT","Rate of readmission for stroke patients","READM_30_STK","0","28","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"DC","Rate of readmission for stroke patients","READM_30_STK","1","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"DE","Rate of readmission for stroke patients","READM_30_STK","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"FL","Rate of readmission for stroke patients","READM_30_STK","5","148","0","27","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"GA","Rate of readmission for stroke patients","READM_30_STK","1","70","0","53","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"GU","Rate of readmission for stroke patients","READM_30_STK","0","1","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"HI","Rate of readmission for stroke patients","READM_30_STK","0","11","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"IA","Rate of readmission for stroke patients","READM_30_STK","0","43","1","71","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"ID","Rate of readmission for stroke patients","READM_30_STK","0","11","0","24","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"IL","Rate of readmission for stroke patients","READM_30_STK","3","110","0","62","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"IN","Rate of readmission for stroke patients","READM_30_STK","1","70","1","47","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"KS","Rate of readmission for stroke patients","READM_30_STK","0","36","0","80","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"KY","Rate of readmission for stroke patients","READM_30_STK","2","42","0","45","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"LA","Rate of readmission for stroke patients","READM_30_STK","1","45","0","51","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MA","Rate of readmission for stroke patients","READM_30_STK","0","54","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MD","Rate of readmission for stroke patients","READM_30_STK","2","41","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"ME","Rate of readmission for stroke patients","READM_30_STK","0","26","1","9","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MI","Rate of readmission for stroke patients","READM_30_STK","4","77","1","38","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MN","Rate of readmission for stroke patients","READM_30_STK","0","32","0","87","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MO","Rate of readmission for stroke patients","READM_30_STK","3","51","0","53","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MP","Rate of readmission for stroke patients","READM_30_STK","0","0","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MS","Rate of readmission for stroke patients","READM_30_STK","1","39","0","47","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MT","Rate of readmission for stroke patients","READM_30_STK","0","14","0","34","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NC","Rate of readmission for stroke patients","READM_30_STK","0","82","0","22","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"ND","Rate of readmission for stroke patients","READM_30_STK","0","8","0","29","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NE","Rate of readmission for stroke patients","READM_30_STK","0","21","0","57","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NH","Rate of readmission for stroke patients","READM_30_STK","0","19","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NJ","Rate of readmission for stroke patients","READM_30_STK","7","54","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NM","Rate of readmission for stroke patients","READM_30_STK","0","18","0","21","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NV","Rate of readmission for stroke patients","READM_30_STK","0","17","0","12","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NY","Rate of readmission for stroke patients","READM_30_STK","6","117","0","39","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"OH","Rate of readmission for stroke patients","READM_30_STK","0","106","0","46","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"OK","Rate of readmission for stroke patients","READM_30_STK","2","39","0","60","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"OR","Rate of readmission for stroke patients","READM_30_STK","0","39","0","20","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"PA","Rate of readmission for stroke patients","READM_30_STK","2","114","1","39","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"PR","Rate of readmission for stroke patients","READM_30_STK","0","8","0","37","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"RI","Rate of readmission for stroke patients","READM_30_STK","0","9","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"SC","Rate of readmission for stroke patients","READM_30_STK","0","44","0","18","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
