"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"PA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.813","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.758","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.823","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.742","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.673","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.789","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.904","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.986","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.900","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.661","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.871","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.870","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.729","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.269","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.698","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.621","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AZ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.028","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.019","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.116","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.108","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.160","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.809","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.819","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.873","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.925","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.024","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.977","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.860","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.197","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.527","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.969","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.929","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.323","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.930","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.332","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.992","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.113","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.788","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.117","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.634","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.714","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.016","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.328","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.439","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.732","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.911","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.666","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.000","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.953","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.430","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.000","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.148","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.231","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.889","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.580","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.955","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.603","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.225","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.129","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","2.366","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.724","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.854","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.089","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.407","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.326","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.932","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.974","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AZ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.322","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.168","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.471","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.545","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.790","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","3.224","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.971","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.068","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","3.656","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.469","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.932","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.066","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.527","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.863","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.285","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.248","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.745","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.273","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.264","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.231","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.525","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.049","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.536","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.529","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.917","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.112","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.978","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.194","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.986","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.780","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.186","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.181","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.147","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.684","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.466","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.366","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.093","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.186","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.588","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.192","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.714","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.726","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.401","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","4.681","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.039","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.174","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.669","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","3.830","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.013","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.512","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.374","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AZ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.786","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.886","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.829","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.771","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.008","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.919","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.686","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.706","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.894","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.689","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.427","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.685","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.923","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.300","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.715","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.675","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.983","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.661","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.722","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.789","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.792","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.580","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.790","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.201","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.548","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.412","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.853","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.112","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.530","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.264","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.338","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.840","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.785","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.255","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.656","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.956","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
